본부,사업분야,HJCD,현장명,공무,준공일자,UPGJ,GJSEQ,업체코드,최종차수,계약번호,업체명,업체공종,최종실행금액,품의포함실행,최종계약_공급가액,낙찰율,품의포함_낙찰율,기성지급액,기성집행율,계약잔여일수,정산합의서상태2,정산합의사유(합의부도타절등)
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5072,06,00627,15,5072-06-00627-15,(주)한국이엔씨,5072-C/R  SYS.CEILING,"   8,000,175,404","   9,155,000,000","   9,155,000,000",114.43,100,"   9,155,000,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5072,07,17022,13,5072-07-17022-13,(주)테라젠테크,5072-C/R  SYS.CEILING,"   4,857,734,560","   4,956,500,000","   4,956,500,000",102.03,100,"   4,956,500,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5072,08,17001,09,5072-08-17001-09,(주)신성이엔지,5072-C/R  SYS.CEILING,"   1,609,175,053","   2,143,200,000","   2,143,200,000",133.19,100,"   2,143,200,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5072,09,17001,05,5072-09-17001-05,(주)신성이엔지,5072-C/R  SYS.CEILING,"   3,906,833,115","   4,878,700,000","   4,878,700,000",124.88,100,"   4,878,700,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5073,01,99009,10,5073-01-99009-10,(주)엑사이엔씨,5073-클린룸칸막이공사,"   9,413,132,214","   9,530,000,000","   9,530,000,000",101.24,100,"   9,530,000,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5073,03,99009,13,5073-03-99009-13,(주)엑사이엔씨,5073-클린룸칸막이공사,"  11,299,025,649","  12,108,700,000","  12,108,700,000",107.17,100,"  12,108,700,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5073,04,99009,14,5073-04-99009-14,(주)엑사이엔씨,5073-클린룸칸막이공사,"   2,314,441,703","   2,692,300,000","   2,692,300,000",116.33,100,"   2,692,300,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5073,05,99009,12,5073-05-99009-12,(주)엑사이엔씨,5073-클린룸칸막이공사,"   1,932,736,198","   2,058,500,000","   2,058,500,000",106.51,100,"   2,058,500,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5073,06,86928,04,5073-06-86928-04,(주)유창이앤씨,5073-클린룸칸막이공사,"   2,581,780,950","   3,280,500,000","   3,280,500,000",127.06,100,"   3,280,500,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5100,02,93714,04,5100-02-93714-04,(주)문화지엔코,5100-GAS배관공사,"     175,392,857","     160,790,000","     160,790,000",91.67,100,"     160,790,000",100, ,정산합의완료,합의
건축.주택,건축,160010,P9-Project(경기),유종목 책임,2024-03-31,5100,03,93714,08,5100-03-93714-08,(주)문화지엔코,5100-GAS배관공사,"     121,835,994","      77,300,000","      77,300,000",63.45,100,"      77,300,000",100, ,정산합의완료,합의
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1010,01,08513,02,1010-01-08513-02,(주)인올이앤씨,1010-OPEN 기타,"         170,000","      54,170,000","      54,051,000",31794.71,99.78,"      54,051,000",100, ,정산합의완료,합의
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1011,01,18771,00,1011-01-18771-00,해안실업(주),1011-가설사무실공사,"       1,850,000","      53,529,600","      53,920,000",2914.59,100.73,"      49,000,000",90.88,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1012,01,97594,03,1012-01-97594-03,(주)누리플랜,1012-가설펜스공사,               0,"     453,570,000","     453,570,000",,100,"     416,400,000",91.81,18, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1013,01,83527,02,1013-01-83527-02,(주)한은이엔씨,1013-가설용수공사,"      67,879,272","      74,341,160","      75,016,000",110.51,100.91,"      75,016,000",100, ,정산합의완료,합의
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1014,01,93094,01,1014-01-93094-01,신성공영(주),1014-가설정화조공사,"       8,232,145","       8,159,838","       8,544,000",103.79,104.71,               0,0,18, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1110,01,15042,04,1110-01-15042-04,(주)두인에스앤디,1110-안전시설물공사,"      30,721,570","     594,764,900","     479,128,000",1559.58,80.56,"     479,439,000",100.06,-42, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1110,02,15042,00,1110-02-15042-00,(주)두인에스앤디,1110-안전시설물공사,"      13,822,270","     437,407,620","     200,856,000",1453.13,45.92,"     200,806,000",99.98,-42, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1120,02,20125,01,1120-02-20125-01,(주)뉴램건설,1120-균열보수공사,               0,"     144,174,400","     142,627,000",,98.93,"     108,324,780",75.95,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1130,01,99854,01,1130-01-99854-01,(주)가온건설,1130-마감용비계공사,"     795,485,600","     795,485,600","     762,395,000",95.84,95.84,"     677,715,750",88.89,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1140,02,06786,01,1140-02-06786-01,(주)서웅이엔씨,1140-영구배수공사,"      56,015,000","      56,414,900","      56,871,900",101.53,100.81,"      56,840,000",99.94, ,정산합의완료,부도타절
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,1150,01,91044,02,1150-01-91044-02,엠아이티기업(주),1150-배수판공사,"     103,835,470","     103,835,470","     118,637,000",114.25,114.25,"      83,019,000",69.98,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,2090,01,09658,03,2090-01-09658-03,아세아종합건설,2090-조경공사,"   7,143,740,772","   7,143,740,772","   6,029,274,000",84.4,84.4,"   2,282,800,000",37.86,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,2090,02,18701,00,2090-02-18701-00,(주)드림월드,2090-조경공사,"     287,067,000","     287,067,000","     279,271,000",97.28,97.28,               0,0,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,2090,03,20128,00,2090-03-20128-00,(주)아우라이앤에이,2090-조경공사,"     210,016,000","     210,016,000","     202,070,000",96.22,96.22,"      84,680,000",41.91,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3020,01,98780,16,3020-01-98780-16,선풍토건(주),3020-건축토공사,"   8,651,305,713","   8,554,086,126","   8,331,127,890",96.3,97.39,"   8,331,127,890",100, ,정산합의완료,합의
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3022,02,15346,04,3022-02-15346-04,(주)형제기초,3022-파일공사,               0,"     276,678,000","     309,274,000",,111.78,"     309,274,000",100,-591,인증요청,합의
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3025,02,19022,02,3025-02-19022-02,(주)대유디앤씨,3025-부대토목공사,"   2,480,796,080","   2,512,605,280","   2,909,472,000",117.28,115.8,"   1,570,476,000",53.98,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3030,01,14062,10,3030-01-14062-10,(주)보미엔지니어링,3030-철근콘크리트공사,"  26,912,510,590","  29,139,574,500","  28,407,368,000",105.55,97.49,"  28,123,993,300",99,-14, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3041,01,14059,01,3041-01-14059-01,엘씨씨건설(주),3041-내화단열공사,"     113,070,600","     113,070,600","     136,752,000",120.94,120.94,"     131,889,000",96.44,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3060,02,08275,10,3060-02-08275-10,화승토건(주),3060-습식공사,"   5,234,361,594","   5,399,608,594","   5,546,820,000",105.97,102.73,"   5,344,112,000",96.35,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3070,02,13014,03,3070-02-13014-03,(주)세원폴리텍,3070-방수공사,"   1,130,721,300","   1,134,576,300","   1,152,231,000",101.9,101.56,"   1,001,202,000",86.89,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3090,02,10227,04,3090-02-10227-04,(주)한우리아이앤씨,3090-석공사,"   3,812,412,800","   3,812,412,800","   4,425,184,000",116.07,116.07,"   3,185,789,000",71.99,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3102,01,94552,01,3102-01-94552-01,(주)제이에스씨앤아이,3102-도배공사,"   1,775,078,400","   1,775,078,400","   1,757,047,000",98.98,98.98,"   1,010,844,000",57.53,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3103,01,13519,00,3103-01-13519-00,(주)크리에이티브디자인스튜디오,3103-인테리어공사,"   1,392,371,300","   1,392,371,300","   1,326,572,000",95.27,95.27,"     770,765,050",58.1,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3110,02,18771,06,3110-02-18771-06,해안실업(주),3110-내장목공사,"   4,178,632,800","   4,278,981,534","   5,055,330,000",120.98,118.14,"   4,386,420,900",86.77,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3121,01,07554,02,3121-01-07554-02,동화케이팀(주),3121-목창호공사,"   1,553,898,700","   1,584,557,008","   1,655,325,000",106.53,104.47,"     965,230,000",58.31,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3123,02,97704,01,3123-02-97704-01,은산건업(주),3123-AL창호공사,"     938,757,900","     938,757,900","     811,918,000",86.49,86.49,"     610,189,000",75.15,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3140,01,03709,02,3140-01-03709-02,(주)우진도장건설,3140-도장공사,"   2,059,993,200","   2,159,070,200","   2,015,353,000",97.83,93.34,"   1,378,986,700",68.42,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3150,02,97727,02,3150-02-97727-02,(주)고려건장,3150-일반철물공사,"   1,670,593,500","   1,670,593,500","   1,773,289,000",106.15,106.15,"   1,122,197,700",63.28,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3150,03,97727,01,3150-03-97727-01,(주)고려건장,3150-일반철물공사,"   2,820,916,900","   2,837,378,900","   2,298,334,000",81.47,81,"   1,569,862,000",68.3,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3150,04,15555,00,3150-04-15555-00,(주)두성하이텍,3150-일반철물공사,"     185,927,000","     185,927,000","     205,115,000",110.32,110.32,"      83,139,000",40.53,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3210,01,21000,01,3210-01-21000-01,지피씨 주식회사,3210-PC제작설치공사,"   5,314,903,959","   4,845,394,739","   5,314,903,000",100,109.69,"   5,314,903,000",100, ,정산합의완료,합의
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3320,01,97383,00,3320-01-97383-00,세원정공(주),3320-폴리카보네이트지붕공사,"      84,716,000","      84,716,000","      86,379,000",101.96,101.96,"          70,000",.08,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3330,01,95524,01,3330-01-95524-01,(주)미성이앤씨,3330-난간대공사,"     122,761,000","     122,761,000","     152,099,000",123.9,123.9,"      32,934,320",21.65,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3330,02,98516,01,3330-02-98516-01,(주)승일실업,3330-난간대공사,"      71,589,000","      90,046,000","      86,304,000",120.55,95.84,"      78,635,000",91.11,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3330,03,95524,00,3330-03-95524-00,(주)미성이앤씨,3330-난간대공사,"      77,172,000","      77,172,000","      74,380,600",96.38,96.38,"          70,000",.09,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3340,01,15529,01,3340-01-15529-01,(주)바우텍,3340-기능성도어공사,"     112,212,000","     112,212,000","      97,007,000",86.45,86.45,"      52,040,000",53.65,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3340,02,86765,02,3340-02-86765-02,(주)엘엑스하우시스,3340-기능성도어공사,"     417,112,400","     417,112,400","     417,110,000",100,100,"     120,986,000",29.01,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,3340,04,01714,01,3340-04-01714-01,(주)삼선씨에스에이,3340-기능성도어공사,"     712,434,000","     712,434,000","     723,178,000",101.51,101.51,"     427,560,000",59.12,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,4000,02,98705,05,4000-02-98705-05,삼언전공(주),4000-전기일반공사,"   9,371,120,837","   9,371,120,837","   9,647,152,000",102.95,102.95,"   8,704,331,000",90.23,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,4220,01,09222,03,4220-01-09222-03,(주)기전사,4220-가설전기공사,"     143,689,000","     175,661,943","     178,270,943",124.07,101.49,"     171,300,000",96.09,18, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,4260,01,18799,01,4260-01-18799-01,(주)아이티로그,4260-통신공사,               0,"      96,326,000","      96,326,000",,100,"      68,583,000",71.2,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,4260,02,01567,02,4260-02-01567-02,자이에스앤디(주),4260-통신공사,"   1,834,238,798","   1,834,238,798","   1,718,605,000",93.7,93.7,"   1,341,020,000",78.03,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,5000,01,94050,05,5000-01-94050-05,(주)김앤드이,5000-설비공사,"  11,200,255,869","  11,321,755,869","  11,099,020,000",99.1,98.03,"   9,423,600,000",84.9,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,5060,01,07344,00,5060-01-07344-00,성백산업개발(주),5060-자동제어공사,"     480,764,000","     480,764,000","     462,084,000",96.11,96.11,"     319,619,000",69.17,109, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,5090,01,07712,00,5090-01-07712-00,지오릿에너지(주),5090-지열시스템공사,"     640,592,000","     640,592,000","     615,841,000",96.14,96.14,"     512,141,000",83.16,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,5100,02,09078,02,5100-02-09078-02,다원건영(주),5100-GAS배관공사,"     636,805,839","     636,805,839","     822,262,000",129.12,129.12,"     559,000,000",67.98,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,5111,01,94057,00,5111-01-94057-00,남진공영(주),5111-오폐수정화조공사,"     532,896,686","     532,896,686","     525,026,000",98.52,98.52,"     424,787,000",80.91,89, ,
건축.주택,주택,100180,강동헤리티지자이(서울),정재영 전임,2024-06-10,5170,01,98599,01,5170-01-98599-01,명성엔지니어링(주),5170-가설지하수공사,"       6,093,000","       7,840,000","       7,837,000",128.62,99.96,"       7,837,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,1011,01,96540,04,1011-01-96540-04,(주)삼우이앤아이,1011-가설사무실공사,"      56,018,000","      77,508,430","      77,508,100",138.36,100,"      77,508,100",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,1012,01,96540,03,1012-01-96540-03,(주)삼우이앤아이,1012-가설펜스공사,"     238,930,000","     315,799,800","     297,433,000",124.49,94.18,"     290,028,000",97.51, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,1013,01,08009,01,1013-01-08009-01,무경설비(주),1013-가설용수공사,"      59,665,340","      52,294,928","      52,216,000",87.51,99.85,"      52,216,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,1110,02,19021,02,1110-02-19021-02,승보세이프(주),1110-안전시설물공사,"     394,514,850","     394,514,850","     428,450,800",108.6,108.6,"     428,450,800",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,1120,01,17321,01,1120-01-17321-01,마로건설(주),1120-균열보수공사,"       5,805,000","      80,323,500","      97,531,000",1680.12,121.42,"      69,540,000",71.3, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,1130,02,14073,03,1130-02-14073-03,(주)하이테크알파,1130-마감용비계공사,"     685,140,530","     685,140,530","     902,142,000",131.67,131.67,"     861,298,900",95.47,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,1140,01,95512,01,1140-01-95512-01,시지이엔씨(주),1140-영구배수공사,"      89,880,200","      89,880,200","      84,204,000",93.68,93.68,"      84,204,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,1150,01,91044,02,1150-01-91044-02,엠아이티기업(주),1150-배수판공사,"      71,372,420","      71,372,420","      82,956,000",116.23,116.23,"      82,956,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,2080,02,15331,03,2080-02-15331-03,(주)태성이앤씨,2080-보강토옹벽공사,"     748,745,510","     801,718,910","     813,900,000",108.7,101.52,"     813,900,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,2090,01,09658,02,2090-01-09658-02,아세아종합건설,2090-조경공사,"   3,940,983,750","   3,940,983,750","   3,450,964,000",87.57,87.57,"   3,358,074,000",97.31, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,2090,02,18701,01,2090-02-18701-01,(주)드림월드,2090-조경공사,"     296,406,000","     296,406,000","     288,925,000",97.48,97.48,"     288,925,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,2090,03,20553,01,2090-03-20553-01,(주)맥디자인,2090-조경공사,"      37,757,000","      37,757,000","      37,797,000",100.11,100.11,"      37,797,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3020,01,93285,04,3020-01-93285-04,웅진개발(주),3020-건축토공사,"   7,839,408,320","   7,022,451,584","   7,048,959,000",89.92,100.38,"   6,731,463,000",95.5,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3025,01,22461,03,3025-01-22461-03,지에스종합건설 주식회사,3025-부대토목공사,"   2,004,032,376","   2,046,078,823","   3,631,924,000",181.23,177.51,"   3,257,788,000",89.7,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3030,01,17002,08,3030-01-17002-08,(주)서원토건,3030-철근콘크리트공사,"  20,707,902,567","  23,238,242,772","  22,398,598,000",108.16,96.39,"  22,398,598,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3041,02,99850,02,3041-02-99850-02,(주)석창건설,3041-내화단열공사,"     134,443,560","     134,443,560","     225,225,000",167.52,167.52,"     206,222,600",91.56,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3042,02,12507,03,3042-02-12507-03,아이앤티엔지니어링(주),3042-데크공사,"   1,375,926,000","   1,388,067,718","   1,409,980,600",102.48,101.58,"   1,409,980,600",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3060,02,03109,02,3060-02-03109-02,미창건설(주),3060-습식공사,"   4,419,457,439","   4,419,457,439","   4,999,943,000",113.13,113.13,"   4,957,586,800",99.15,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3070,02,00794,02,3070-02-00794-02,약수건설(주),3070-방수공사,"   1,206,552,570","   1,211,709,355","   1,334,542,000",110.61,110.14,"   1,263,783,000",94.7,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3090,02,10035,01,3090-02-10035-01,(주)대영씨엠에스,3090-석공사,"   3,938,004,800","   3,938,004,800","   4,500,641,000",114.29,114.29,"   4,287,153,000",95.26,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3102,02,94552,01,3102-02-94552-01,(주)제이에스씨앤아이,3102-도배공사,"   1,250,165,000","   1,250,165,000","   1,498,001,000",119.82,119.82,"   1,396,350,690",93.21,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3103,02,13519,01,3103-02-13519-01,(주)크리에이티브디자인스튜디오,3103-인테리어공사,"   1,357,378,800","   1,357,378,800","   1,561,070,000",115.01,115.01,"   1,495,101,320",95.77,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3110,02,15009,02,3110-02-15009-02,우림아이앤씨(주),3110-내장목공사,"   4,938,263,605","   4,961,408,342","   5,345,076,000",108.24,107.73,"   5,156,115,600",96.46,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3121,01,95719,02,3121-01-95719-02,(주)선앤엘인테리어,3121-목창호공사,"     920,457,820","   1,028,351,820","   1,189,409,000",129.22,115.66,"     979,020,000",82.31, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3123,01,97704,01,3123-01-97704-01,은산건업(주),3123-AL창호공사,"     618,307,200","     618,307,200","     912,675,000",147.61,147.61,"     865,129,000",94.79,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3140,02,99850,02,3140-02-99850-02,(주)석창건설,3140-도장공사,"   1,498,226,321","   1,549,697,546","   1,515,233,000",101.14,97.78,"   1,366,008,370",90.15,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3150,02,14283,01,3150-02-14283-01,주식회사한터아이앤에스,3150-일반철물공사,"     668,253,500","     668,253,500","     926,125,000",138.59,138.59,"     864,905,000",93.39,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3150,03,15631,02,3150-03-15631-02,(주)태성자동문,3150-일반철물공사,"     120,801,198","     134,080,000","     162,406,000",134.44,121.13,"     162,406,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3150,05,10587,01,3150-05-10587-01,태흥건설(주),3150-일반철물공사,"   1,510,192,000","   1,510,192,000","   2,169,998,000",143.69,143.69,"   2,012,514,000",92.74,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3210,01,97635,04,3210-01-97635-04,한성피씨건설(주),3210-PC제작설치공사,"   3,258,065,600","   3,258,065,600","   3,688,492,000",113.21,113.21,"   3,541,318,000",96.01,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3210,03,18788,06,3210-03-18788-06,(주)태화엔지니어링,3210-PC제작설치공사,"     818,736,013","     818,736,013","   1,004,348,000",122.67,122.67,"   1,004,348,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3320,01,97383,01,3320-01-97383-01,세원정공(주),3320-폴리카보네이트지붕공사,"     149,183,570","     249,381,000","     271,855,000",182.23,109.01,"     230,040,000",84.62, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3330,01,98516,03,3330-01-98516-03,(주)승일실업,3330-난간대공사,"     146,563,750","     151,610,721","     186,886,000",127.51,123.27,"     186,886,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3330,02,21002,01,3330-02-21002-01,(주)영풍금속,3330-난간대공사,"      57,302,670","      57,452,670","      70,574,000",123.16,122.84,"      70,574,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3340,02,09060,04,3340-02-09060-04,(주)금강이엠씨,3340-기능성도어공사,"     920,189,650","     948,974,943","   1,009,272,000",109.68,106.35,"     932,007,000",92.34, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3340,03,15529,02,3340-03-15529-02,(주)바우텍,3340-기능성도어공사,"     238,828,000","     238,828,000","     275,393,000",115.31,115.31,"     262,367,000",95.27, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,3360,01,96578,02,3360-01-96578-02,협선물산(주),3360-계단난간대,"      71,519,000","      71,519,000","      86,644,000",121.15,121.15,"      86,644,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,4000,01,98705,05,4000-01-98705-05,삼언전공(주),4000-전기일반공사,"   7,990,669,967","   8,059,855,286","   8,002,367,749",100.15,99.29,"   7,898,067,000",98.7,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,4220,01,11007,05,4220-01-11007-05,우광기전(주),4220-가설전기공사,"     363,112,585","     380,473,388","     386,056,000",106.32,101.47,"     374,206,000",96.93,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,4260,01,18801,04,4260-01-18801-04,(주)미디어보성,4260-통신공사,"      88,720,600","      95,881,262","      98,452,000",110.97,102.68,"      66,614,000",67.66, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,4260,02,01567,02,4260-02-01567-02,자이에스앤디(주),4260-통신공사,"   1,373,725,788","   1,414,456,321","   1,326,106,500",96.53,93.75,"   1,326,106,500",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,5000,01,04022,04,5000-01-04022-04,(주)다리온,5000-설비공사,"   9,201,534,745","   9,622,543,588","   9,616,923,000",104.51,99.94,"   9,432,600,000",98.08,18, ,
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,5000,02,17273,01,5000-02-17273-01,(주)성창기공수처리공사,5000-설비공사,"     229,470,600","     229,470,600","     264,330,000",115.19,115.19,"     264,330,000",100, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,5060,01,12103,02,5060-01-12103-02,엘지전자(주),5060-자동제어공사,"     406,823,086","     406,823,086","     373,749,000",91.87,91.87,"     372,000,000",99.53, ,정산합의완료,합의
건축.주택,주택,200770,강릉자이파인베뉴(강원),남선오 전임,2024-01-31,5100,02,20118,01,5100-02-20118-01,(주)영인이앤지,5100-GAS배관공사,"     511,834,639","     511,834,639","     600,816,000",117.38,117.38,"     600,816,000",100, ,정산합의완료,합의
